code;gen1;gen2;gen3;gen4;gen5;gen6;gen7;gen8;gen9;gen10;gen11;gen12;gen13;gen14;gen15;gen16;gen17;gen18;gen19;gen20;gen21;gen22;gen23;gen24;gen25;gen26;gen27;altitude;pluvio_yr;forest;pluvio_1;pluvio_2;pluvio_3;pluvio_4;pluvio_5;pluvio_6;pluvio_7;pluvio_8;pluvio_9;pluvio_10;pluvio_11;pluvio_12;geology;evi_1;evi_2;evi_3;evi_4;evi_5;evi_6;evi_7;evi_8;evi_9;evi_10;evi_11;evi_12;evi_13;evi_14;evi_15;evi_16;evi_17;evi_18;evi_19;evi_20;evi_21;evi_22;evi_23;lon;lat;surface
3485;0;0;0;0;0;1;2;0;0;21;9;1;2;6;0;2;2;3;14;0;1;1;2;8;2;46;6;362.117279052734;1436;1;54.9276580810547;71.641487121582;116.33226776123;135.467849731445;107.46891784668;141.230972290039;132.840301513672;147.09538269043;155.720809936523;143.733093261719;95.515007019043;51.4598083496094;6;0.344155758619308;0.3652383685112;0.403252393007278;0.454411834478378;0.480072021484375;0.499354809522629;0.517483055591583;0.545125126838684;0.509288489818573;0.533698439598083;0.504395842552185;0.446027845144272;0.455753743648529;0.479044377803802;0.483147919178009;0.498708009719849;0.496017277240753;0.522214293479919;0.51969301700592;0.497899740934372;0.484469681978226;0.440567404031754;0.378193765878677;17.992195425942;2.70083947570526;8.5
1222;2;0;0;0;0;0;0;0;0;122;3;0;0;3;0;0;0;0;0;1;2;0;0;0;0;3;0;431.214477539062;1427;2;83.9721984863281;100.45630645752;133.206390380859;147.345245361328;122.230209350586;96.2143249511719;73.0119171142578;82.5119171142578;144.305526733398;185.226089477539;163.27375793457;91.8570175170898;3;0.402584761381149;0.417972177267075;0.416798233985901;0.481297075748444;0.488485783338547;0.513453662395477;0.525942981243134;0.543487787246704;0.531969308853149;0.520575821399689;0.486407667398453;0.472410947084427;0.463043451309204;0.461759448051453;0.516299188137054;0.527757167816162;0.548558831214905;0.565555512905121;0.510688424110413;0.519317448139191;0.509452164173126;0.458802878856659;0.414269000291824;15.9306862397631;0.826740215542698;5.5
3280;2;3;1;0;0;0;0;2;1;12;17;1;5;14;3;1;0;0;9;5;7;0;5;24;16;1;0;407.132354736328;1448.38269042969;1;32.8138694763184;57.177375793457;108.501495361328;110.244956970215;113.289978027344;161.534515380859;176.942535400391;172.9453125;164.195114135742;184.275924682617;99.2232818603516;31.8844718933105;3;0.337638646364212;0.381597578525543;0.389299243688583;0.403947174549103;0.453874498605728;0.525518417358398;0.478991210460663;0.492278128862381;0.513450384140015;0.52120167016983;0.482271999120712;0.454891890287399;0.43514946103096;0.466235220432281;0.493796616792679;0.463111102581024;0.517949342727661;0.481084674596786;0.472795397043228;0.459655046463013;0.464095324277878;0.400673985481262;0.363933205604553;17.6173755739095;3.37551520936379;7
130;4;0;0;1;6;6;0;36;3;13;13;5;10;0;2;1;0;0;95;2;0;3;22;22;10;35;6;599.509643554688;1446;7;33.8338813781738;55.6652908325195;133.162811279297;172.498626708984;168.652084350586;139.333053588867;114.502754211426;121.504951477051;184.813232421875;213.672454833984;138.991470336914;32.8360862731934;5;0.363639742136002;0.388238906860352;0.418567657470703;0.433210581541061;0.451892673969269;0.494701743125916;0.507681667804718;0.493327677249908;0.51547509431839;0.503449141979218;0.489100366830826;0.437013566493988;0.430974692106247;0.417996466159821;0.433330029249191;0.466286838054657;0.481795340776443;0.503416776657104;0.476399183273315;0.450569033622742;0.41726079583168;0.425437062978745;0.372655868530273;13.8316950683811;3.07565932773778;18
2165;2;1;1;0;1;3;0;8;0;15;39;18;21;1;0;0;3;1;0;1;1;1;11;35;80;14;1;387.188873291016;1468.88891601562;6;67.3939437866211;76.7676773071289;152;134.974746704102;126.446968078613;98.3005065917969;145.790420532227;117.515167236328;153.563140869141;178.926788330078;130.222213745117;72.0505142211914;6;0.337453424930573;0.334128618240356;0.405124187469482;0.387042135000229;0.427610367536545;0.503225922584534;0.486637532711029;0.489545285701752;0.497838616371155;0.484887450933456;0.456359773874283;0.416860103607178;0.395704090595245;0.417423248291016;0.476668983697891;0.453355371952057;0.471098512411118;0.494878590106964;0.462940275669098;0.455380886793137;0.45185461640358;0.427752375602722;0.352607309818268;16.6803259438282;1.87623580123374;17
2641;3;0;3;0;0;0;0;2;3;13;26;2;12;6;1;1;0;0;0;1;7;0;7;4;12;4;0;426.270233154297;1474;7;56.2794952392578;76.4542007446289;128.271942138672;126.144004821777;129.87158203125;112.242202758789;135.129852294922;141.469299316406;159.317749023438;174.749771118164;105.923500061035;65.1133117675781;6;0.31612890958786;0.35674974322319;0.370376020669937;0.430867195129395;0.46235403418541;0.474524527788162;0.484400898218155;0.506145894527435;0.482316553592682;0.465617090463638;0.463933646678925;0.437236905097961;0.449657618999481;0.434415876865387;0.440864592790604;0.434202075004578;0.479667276144028;0.462714433670044;0.458175152540207;0.455887287855148;0.421680241823196;0.382848501205444;0.343743860721588;17.0176638106574;2.51342954968901;9.5
1436;2;0;0;0;0;2;0;0;1;17;13;0;25;3;0;0;1;0;0;2;1;0;1;4;11;10;0;368.129791259766;1414.33337402344;2;81.3389892578125;95.784423828125;141.422607421875;142.641403198242;129.407272338867;104.767875671387;77.8220977783203;83.8764495849609;147.28581237793;177.227813720703;154.829452514648;84.1925811767578;6;0.361926376819611;0.381501972675323;0.429388225078583;0.483857005834579;0.499624103307724;0.479058474302292;0.541522264480591;0.53874135017395;0.527901172637939;0.515747785568237;0.497706234455109;0.453117042779922;0.451049447059631;0.448793232440948;0.50288063287735;0.50095546245575;0.513843178749084;0.549122273921967;0.513267517089844;0.516410708427429;0.488826960325241;0.470831394195557;0.40607488155365;16.1555781509827;0.86422220074595;11.5
3123;9;0;1;1;0;0;0;4;0;9;10;1;11;4;1;0;1;0;4;0;4;0;2;3;12;1;0;428.764343261719;1427;7;27;53.6666679382324;101.333335876465;104.666664123535;108.5;150.66667175293;163.16667175293;188.16667175293;164.83332824707;175.83332824707;94.5;34.6666679382324;3;0.352375954389572;0.372260898351669;0.370100647211075;0.446304142475128;0.456100970506668;0.50227165222168;0.509352326393127;0.512895107269287;0.514475524425507;0.493040174245834;0.467564016580582;0.462410598993301;0.446641981601715;0.497878968715668;0.471683919429779;0.465063691139221;0.504756093025208;0.49434569478035;0.446159869432449;0.462214827537537;0.4416324198246;0.403338670730591;0.363441348075867;17.4299656478932;3.33803322416054;5.31
2970;5;1;2;0;1;0;0;5;0;10;27;4;21;0;0;1;0;0;0;0;5;1;10;11;27;1;0;479.581512451172;1405;1;47.6504364013672;72.1438674926758;101.762397766113;120.166664123535;115.990882873535;129.498001098633;136.315093994141;158.137298583984;162.002563476562;169.401702880859;97.2467193603516;41.1322021484375;6;0.372567236423492;0.383591055870056;0.41726478934288;0.435423344373703;0.466796338558197;0.487282425165176;0.532198131084442;0.545480251312256;0.528110325336456;0.487398386001587;0.482014983892441;0.45380362868309;0.474639743566513;0.475513279438019;0.474055081605911;0.51906955242157;0.517559766769409;0.500890791416168;0.481576144695282;0.452161490917206;0.453675478696823;0.447323560714722;0.370393306016922;17.2800377070802;2.92573138692477;10
2428;1;0;2;0;0;0;0;2;2;15;14;1;30;0;0;1;0;0;0;4;2;2;3;2;5;0;0;443.119079589844;1482.11108398438;7;52.035717010498;79.8607025146484;132.725006103516;128.069869995117;139.581939697266;113.715225219727;133.933059692383;141.964492797852;162.441757202148;175.167343139648;107.301391601562;63.0265464782715;3;0.336527228355408;0.365751922130585;0.382693290710449;0.430145144462585;0.458461046218872;0.484308689832687;0.503709018230438;0.519839525222778;0.517908811569214;0.489753931760788;0.477757096290588;0.431933104991913;0.45957612991333;0.456303328275681;0.463490188121796;0.454437583684921;0.511306405067444;0.454500615596771;0.438695311546326;0.454156160354614;0.408511459827423;0.397790640592575;0.331911593675613;16.8677358698444;2.55091153489226;9.5
1516;10;0;0;0;0;0;2;0;0;27;59;25;21;7;4;0;0;1;4;3;8;0;8;4;4;25;1;431.631591796875;1450;1;58.3836250305176;74.7306137084961;141.352020263672;128.148513793945;150.405807495117;100.995162963867;131.099243164062;129.231201171875;151.22624206543;171.929290771484;113.920310974121;69.623161315918;1;0.350841671228409;0.367526292800903;0.419911414384842;0.444940239191055;0.469166338443756;0.509208142757416;0.504022181034088;0.521009683609009;0.509903252124786;0.487456768751144;0.493598580360413;0.443121880292892;0.466665506362915;0.444097280502319;0.481237262487411;0.475334584712982;0.526565313339233;0.506640732288361;0.511094570159912;0.490596354007721;0.446671992540359;0.429393112659454;0.353153079748154;16.1930601361859;2.10112771245324;17
3705;2;5;3;0;0;1;2;11;4;9;14;1;1;1;1;2;2;0;13;0;1;3;3;21;26;7;13;369.173431396484;1464;1;40.5152320861816;60.2009391784668;133.154357910156;121.935264587402;110.227584838867;158.734329223633;152.409484863281;146.140884399414;150.318099975586;155.787628173828;99.760986328125;39.6628608703613;2;0.354116380214691;0.360405594110489;0.407273322343826;0.436913937330246;0.457333952188492;0.5220827460289;0.506488025188446;0.542219161987305;0.5110804438591;0.529518187046051;0.515350997447968;0.474474430084229;0.484876215457916;0.456250309944153;0.519533932209015;0.497068762779236;0.516858637332916;0.500864565372467;0.49541911482811;0.49228897690773;0.464067846536636;0.434248268604279;0.362904161214828;18.5169432187875;3.56292513538004;6
1236;5;0;0;0;0;0;0;21;0;32;20;4;22;0;0;1;0;0;52;1;6;0;4;28;20;3;0;416.785980224609;1459;1;77.5524139404297;82.3398818969727;141.160354614258;137.582504272461;117.935111999512;103.575103759766;99.1377792358398;101.535270690918;163.751724243164;174.127182006836;156.984039306641;93.0289916992188;1;0.373175740242004;0.41331759095192;0.421048849821091;0.46357661485672;0.491002947092056;0.544659674167633;0.523200988769531;0.534558475017548;0.522961854934692;0.518097341060638;0.503568291664124;0.462942630052567;0.467079520225525;0.46015453338623;0.500235795974731;0.468276083469391;0.53820389509201;0.485848844051361;0.500311434268951;0.479107916355133;0.486774027347565;0.476132988929749;0.37828540802002;15.9306862397631;1.42645197879472;10
2812;2;2;2;1;0;1;1;11;0;7;24;0;20;7;3;1;2;0;23;0;7;0;9;30;60;1;0;494.634765625;1425;7;29.6666660308838;47.5;106.166664123535;109.5;108.666664123535;141.66667175293;161.33332824707;186.66667175293;167.5;184.33332824707;91;31.5;3;0.344541102647781;0.357772797346115;0.394140213727951;0.412486046552658;0.46115443110466;0.537995398044586;0.49628934264183;0.509986519813538;0.491414129734039;0.506423890590668;0.495402544736862;0.438576072454453;0.472758710384369;0.471607506275177;0.476043909788132;0.483951210975647;0.520379066467285;0.467131555080414;0.470570266246796;0.451022952795029;0.455717742443085;0.409448713064194;0.345551520586014;17.1301097662672;3.48796116497354;10
2382;6;0;1;1;0;1;0;7;0;11;25;1;29;1;2;8;0;0;0;3;11;2;13;17;84;0;0;464.645935058594;1425;7;40.5;64.6666641235352;113;119;130.5;118.333335876465;137.66667175293;153;167;185.16667175293;100.5;47.6666679382324;3;0.357366323471069;0.368209362030029;0.418973684310913;0.415507525205612;0.441353410482407;0.494438171386719;0.473361968994141;0.48943817615509;0.503507018089294;0.491798877716064;0.472934931516647;0.433236837387085;0.465973883867264;0.414483308792114;0.463106721639633;0.49380299448967;0.475678861141205;0.458969116210938;0.45062044262886;0.455856829881668;0.432046264410019;0.402014464139938;0.344811022281647;16.8302538846412;2.81328543131502;10.5
2725;0;2;2;0;0;2;5;59;0;0;15;9;5;0;0;0;2;0;124;0;1;0;9;6;50;14;0;347.453460693359;1449.37036132812;2;61.3400688171387;84.5250625610352;147.016296386719;134.423812866211;119.86905670166;107.477729797363;147.141006469727;107.705673217773;138.82470703125;148.591659545898;130.942810058594;62.6094665527344;6;0.330169945955276;0.424109756946564;0.407853454351425;0.440923362970352;0.462194263935089;0.48997688293457;0.499772965908051;0.521914839744568;0.527138233184814;0.496063143014908;0.487791299819946;0.464763075113297;0.468379378318787;0.433887630701065;0.494700253009796;0.497472614049911;0.505570530891418;0.493237435817719;0.519923567771912;0.503486216068268;0.483908742666245;0.45185199379921;0.399634808301926;17.0926277810639;1.68882587521748;5.5
2034;2;0;0;0;1;2;4;4;8;8;16;17;58;11;1;0;0;0;8;0;4;0;2;13;13;24;0;353.906005859375;1455;5;70.3333358764648;99.6666641235352;155.83332824707;147.83332824707;124.333335876465;100.666664123535;116.5;102.166664123535;147.5;161;144.5;87.1666641235352;6;0.339989095926285;0.373635917901993;0.378877133131027;0.455569297075272;0.466105163097382;0.484073877334595;0.48267012834549;0.496924549341202;0.508877336978912;0.468381464481354;0.471499860286713;0.405345112085342;0.44405534863472;0.425420165061951;0.440978795289993;0.458407253026962;0.509789526462555;0.465948164463043;0.491909116506577;0.465738773345947;0.479922026395798;0.439522176980972;0.395921349525452;16.6053619734217;1.23904205277846;14.5
1159;3;0;0;0;0;1;0;1;0;24;2;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;410.063140869141;1461;5;85.9776458740234;97.8041305541992;137.728546142578;143.950119018555;111.932945251465;102.022354125977;84.8900527954102;90.3041305541992;152.788635253906;180.67350769043;164.987976074219;101.144317626953;3;0.366494446992874;0.391603648662567;0.411945044994354;0.439529716968536;0.486290484666824;0.51659893989563;0.511077046394348;0.519542813301086;0.516565442085266;0.506178975105286;0.486710250377655;0.457369416952133;0.470135629177094;0.445772618055344;0.480068325996399;0.51030570268631;0.524944424629211;0.519158005714417;0.477004110813141;0.493465781211853;0.470587819814682;0.454471439123154;0.387703895568848;15.8557222693566;1.16407808237196;5.5
1328;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;448.075988769531;1534.11108398438;1;23.1666660308838;54.401252746582;156.66877746582;151.222045898438;161.118103027344;140.282653808594;153.84326171875;165.791534423828;176.998947143555;210.296234130859;108.15308380127;30.3840084075928;1;0.348932057619095;0.360496342182159;0.401319175958633;0.449436098337173;0.462849169969559;0.515325665473938;0.521222352981567;0.529403746128082;0.529036402702332;0.506239116191864;0.487362563610077;0.487544536590576;0.47916767001152;0.465437561273575;0.458103954792023;0.486562490463257;0.482334613800049;0.489321500062943;0.486082136631012;0.420083731412888;0.425494819879532;0.41307345032692;0.35504350066185;16.0431321953729;3.6004071205833;1
2397;12;0;2;1;0;0;0;11;0;8;9;0;6;0;2;5;0;0;0;3;9;6;7;6;126;0;0;454.448425292969;1444.22216796875;7;37.3501472473145;48.7002944946289;121.953804016113;112.57982635498;124.023834228516;142.61067199707;149.207321166992;174.661117553711;170.626022338867;198.040649414062;89.9440078735352;30.8893222808838;3;0.352568864822388;0.343835026025772;0.388166874647141;0.433388918638229;0.482140153646469;0.510865807533264;0.445996135473251;0.478091090917587;0.49147367477417;0.485322445631027;0.469983547925949;0.455094218254089;0.458036810159683;0.464368760585785;0.45022264122963;0.45367905497551;0.5162712931633;0.485266357660294;0.44613990187645;0.416524559259415;0.417529344558716;0.396332949399948;0.330260932445526;16.8302538846412;3.37551520936379;10
2289;9;0;0;2;2;1;0;4;0;20;16;1;19;30;4;6;0;0;1;1;18;6;5;11;83;0;0;503.180908203125;1481.22216796875;7;37.4323196411133;46.3865127563477;126.205345153809;120.734344482422;133.195678710938;147.334594726562;150.572509765625;183.692108154297;174.020599365234;210.414245605469;91.2150115966797;27.9661598205566;3;0.317263275384903;0.339596450328827;0.360477715730667;0.37201452255249;0.433743834495544;0.467080324888229;0.428062319755554;0.452093124389648;0.447789996862411;0.462022602558136;0.449470579624176;0.421662449836731;0.442645370960236;0.433295041322708;0.446768701076508;0.436122864484787;0.465875267982483;0.468873232603073;0.449417799711227;0.380708009004593;0.391363948583603;0.361877679824829;0.315323173999786;16.7552899142347;3.45047917977029;10.5
2356;6;3;0;0;0;2;0;12;8;16;16;11;23;2;0;0;0;0;0;1;10;1;2;23;50;10;0;369.205169677734;1444;5;70.3333358764648;84;147;136.83332824707;124.666664123535;108.166664123535;138.5;104.166664123535;137.5;157.83332824707;137.16667175293;71.3333358764648;6;0.342378735542297;0.380009412765503;0.431844592094421;0.420961201190948;0.474483609199524;0.509257137775421;0.5083127617836;0.513858795166016;0.51702868938446;0.509724736213684;0.465578347444534;0.452172160148621;0.446826189756393;0.440116286277771;0.485970616340637;0.468795597553253;0.491535723209381;0.493243217468262;0.495317161083221;0.496403157711029;0.471840500831604;0.46534463763237;0.407921552658081;16.8302538846412;1.53889793440447;13
3673;0;0;0;0;0;0;0;0;0;25;3;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;332.106201171875;1472.11108398438;3;54.6867637634277;64.7475280761719;136.619583129883;144.310638427734;115.56029510498;151.723754882812;138.56022644043;141.402252197266;148.018371582031;144.035720825195;108.48738861084;54.2062606811523;6;0.253811627626419;0.252869218587875;0.306511998176575;0.323791712522507;0.342465788125992;0.340107440948486;0.375577181577682;0.392164587974548;0.376776963472366;0.380036264657974;0.360674053430557;0.356902539730072;0.368043452501297;0.335044294595718;0.368173599243164;0.367199689149857;0.355677455663681;0.370159685611725;0.363756954669952;0.360205888748169;0.319939374923706;0.309840142726898;0.273211449384689;18.4794612335842;2.96321337212802;1
1130;3;0;0;0;1;0;0;19;0;21;1;5;1;6;1;1;1;0;8;2;0;0;0;4;6;13;0;441.351745605469;1465;1;65.0549163818359;72.6703720092773;135.453186035156;141.149322509766;130.9609375;115.432998657227;111.356178283691;106.871017456055;147.941116333008;175.632598876953;128.347579956055;90.1126480102539;1;0.362329691648483;0.358988434076309;0.438494294881821;0.478050589561462;0.53390896320343;0.55485725402832;0.502455234527588;0.538907468318939;0.533653140068054;0.498590081930161;0.475981533527374;0.45021316409111;0.471664607524872;0.479242712259293;0.478252232074738;0.487582623958588;0.530609726905823;0.519290804862976;0.498384535312653;0.512187361717224;0.474030375480652;0.429837018251419;0.36236834526062;15.8182402841534;1.68882587521748;5.5
3115;2;0;3;0;0;2;6;3;1;10;55;5;15;0;1;3;10;3;0;1;10;0;12;15;9;46;20;412.318298339844;1413;1;52.2198905944824;76.3049850463867;104.989433288574;122.365257263184;113.514144897461;126.354530334473;134.44677734375;149.585037231445;155.099243164062;168.627685546875;98.0602722167969;44.453929901123;6;0.354036420583725;0.383311212062836;0.384338289499283;0.483006715774536;0.485596776008606;0.490149587392807;0.542530715465546;0.556085169315338;0.539936482906342;0.520044445991516;0.494303464889526;0.451362103223801;0.45148167014122;0.461636036634445;0.466273814439774;0.468908607959747;0.498839497566223;0.498632609844208;0.482440441846848;0.478291094303131;0.438141018152237;0.441720962524414;0.368106365203857;17.4299656478932;2.77580344611177;11
1575;1;0;6;3;3;6;15;2;1;25;12;15;5;19;17;10;8;0;3;0;4;4;5;15;8;37;2;562.760986328125;1552.55554199219;7;25.5074863433838;52.4280738830566;143.429641723633;147.174072265625;160.630706787109;149.534622192383;158.112579345703;178.898498535156;184.954772949219;219.023330688477;101.315757751465;31.8467254638672;5;0.350062042474747;0.388828456401825;0.416482359170914;0.428971171379089;0.461079299449921;0.487639576196671;0.520263075828552;0.527353584766388;0.539361596107483;0.501653432846069;0.512128412723541;0.488657683134079;0.482344090938568;0.452816188335419;0.47308737039566;0.458605647087097;0.467030107975006;0.491546869277954;0.465202003717422;0.430918842554092;0.422086179256439;0.396657973527908;0.373170703649521;16.2305421213892;3.6004071205833;18
941;3;0;0;0;0;0;0;0;0;22;8;0;8;4;0;0;0;0;0;1;2;0;1;9;3;0;0;481.850860595703;1484;1;72.8333358764648;76.3334503173828;139.166687011719;146.999984741211;124.16667175293;116.000030517578;101.833343505859;95.9999694824219;157.333374023438;180.500045776367;147.66667175293;99.3333511352539;1;0.368842005729675;0.35895362496376;0.411831617355347;0.488034278154373;0.506802320480347;0.532306969165802;0.534425914287567;0.512777626514435;0.535211980342865;0.478832095861435;0.467453598976135;0.445173352956772;0.451503783464432;0.468380659818649;0.464131087064743;0.501437127590179;0.534722805023193;0.478933572769165;0.471866965293884;0.463509827852249;0.453190803527832;0.443207234144211;0.366893231868744;15.6683123433404;1.50141594920122;5.5
1468;0;0;0;0;0;0;3;3;2;17;24;27;17;6;1;0;0;0;5;0;1;0;9;17;2;29;0;411.896911621094;1461;5;61.3302421569824;75.969612121582;143.3720703125;131.376205444336;155.401504516602;102.288223266602;131.788940429688;131.677368164062;149.605560302734;172.024032592773;113.369087219238;66.5846252441406;1;0.325095474720001;0.361752301454544;0.406796753406525;0.432975679636002;0.433416754007339;0.48755544424057;0.493622958660126;0.496661573648453;0.491700977087021;0.466580331325531;0.471566885709763;0.427830040454865;0.451177924871445;0.422060340642929;0.46951362490654;0.457037359476089;0.490346252918243;0.49234539270401;0.484212517738342;0.498524308204651;0.424502342939377;0.410075128078461;0.331996709108353;16.1555781509827;2.13860969765649;5
2039;2;0;0;0;0;0;1;0;1;2;11;1;9;1;0;0;0;0;0;1;4;0;1;2;0;2;0;362.141174316406;1473;6;71.8403549194336;76.79296875;147.112274169922;144.187728881836;128.787719726562;109.228080749512;127.078956604004;104.07544708252;149.315780639648;171.43684387207;143.829818725586;80.8929824829102;6;0.329640299081802;0.360104739665985;0.393753558397293;0.431023418903351;0.462258219718933;0.482115507125854;0.474213659763336;0.480965912342072;0.5035120844841;0.461430341005325;0.451117396354675;0.419914364814758;0.408627331256866;0.431846737861633;0.451935052871704;0.413872897624969;0.466602176427841;0.459415674209595;0.466132968664169;0.47668781876564;0.465495407581329;0.432290017604828;0.383427351713181;16.6053619734217;1.42645197879472;5.5
3437;0;3;0;0;0;0;4;0;4;75;39;2;8;4;3;8;6;0;28;2;5;0;5;14;9;59;12;371.858154296875;1427;1;51.5696983337402;71.6565704345703;105.397979736328;133.139389038086;116.316833496094;148.891571044922;133.515823364258;151.596969604492;149.935348510742;157.640075683594;101.414482116699;46.5158233642578;6;0.332560390233994;0.344082444906235;0.397339075803757;0.453556448221207;0.503143131732941;0.484353393316269;0.532437741756439;0.525494694709778;0.50349748134613;0.516522288322449;0.486763507127762;0.461840689182281;0.458100259304047;0.467784821987152;0.489836752414703;0.505670130252838;0.507367849349976;0.508669257164001;0.485537230968475;0.487782835960388;0.44644883275032;0.421642690896988;0.344819068908691;17.8797494703322;2.81328543131502;20
1758;1;0;1;0;0;0;9;0;1;47;48;59;30;3;3;0;0;0;0;0;9;0;4;6;1;68;33;392.557983398438;1443;7;62.5;72;140;133.66667175293;139.66667175293;101.5;131.33332824707;129.83332824707;158;174.83332824707;115.833335876465;72.3333358764648;2;0.33458599448204;0.348839163780212;0.395902037620544;0.446150481700897;0.484645307064056;0.507904767990112;0.498231291770935;0.520077288150787;0.488509178161621;0.498647749423981;0.474750131368637;0.438727766275406;0.465090304613113;0.441984415054321;0.481609255075455;0.466610461473465;0.524358630180359;0.497352540493011;0.462173193693161;0.485882103443146;0.446892470121384;0.402886033058167;0.361744493246078;16.3804700622022;2.02616374204674;20
3097;9;1;4;0;1;2;3;2;1;65;51;1;51;14;14;4;0;0;7;1;29;1;7;49;200;0;0;554.333923339844;1420.66662597656;7;25.3836574554443;47.1088104248047;129.901733398438;117.487838745117;114.785011291504;141.110015869141;155.582275390625;174.548278808594;163.012100219727;178.010482788086;78.3476486206055;31.2707424163818;3;0.351801544427872;0.356725990772247;0.401760220527649;0.407194405794144;0.462075740098953;0.48772320151329;0.472247749567032;0.50269877910614;0.492369890213013;0.498443216085434;0.469631493091583;0.427771359682083;0.463734298944473;0.450228899717331;0.483334422111511;0.499819606542587;0.511756300926208;0.490149855613708;0.45865860581398;0.43430307507515;0.445798546075821;0.396810233592987;0.358175158500671;17.3924836626899;3.8252990318028;17
2637;7;1;1;0;0;1;0;12;1;14;43;15;39;15;1;0;0;0;0;3;10;1;7;15;17;1;0;424.360778808594;1473.77783203125;7;62.3079795837402;79.777214050293;134.353271484375;126.090599060059;125.470924377441;113.480056762695;129.382354736328;143.626770019531;160.874923706055;177.206558227539;112.322509765625;66.2988510131836;6;0.333939075469971;0.373689323663712;0.374510079622269;0.451945811510086;0.463551163673401;0.481052875518799;0.472417652606964;0.517960965633392;0.497353792190552;0.472131997346878;0.476701021194458;0.434106290340424;0.455538034439087;0.408498346805573;0.463679760694504;0.482060372829437;0.498074471950531;0.465802580118179;0.458347171545029;0.454050868749619;0.424814730882645;0.411614447832108;0.351594537496567;17.0176638106574;2.363501608876;15.5
2101;3;0;0;0;0;0;2;1;5;10;16;4;10;0;2;0;6;0;7;1;11;0;1;6;3;17;22;377.844940185547;1450.33337402344;6;70.6340942382812;80.1654434204102;144.476318359375;138.945022583008;124.211990356445;105.674499511719;134.459823608398;102.96411895752;141.509872436523;166.252410888672;140.471313476562;73.0214385986328;6;0.31973323225975;0.36873072385788;0.384433478116989;0.413712114095688;0.44966858625412;0.489143311977386;0.45258429646492;0.491043984889984;0.483956664800644;0.465802699327469;0.44646292924881;0.421835750341415;0.415590673685074;0.433148115873337;0.438985347747803;0.459012180566788;0.472241252660751;0.481951206922531;0.456786692142487;0.471379399299622;0.437573611736298;0.448932707309723;0.380334407091141;16.6428439586249;1.50141594920122;10
1669;18;0;1;0;0;2;20;5;0;32;50;16;28;44;11;11;1;0;16;0;13;1;11;4;14;40;4;532.537780761719;1508;7;28.2001190185547;54.7998809814453;125.570625305176;129.318466186523;124.084892272949;147.570617675781;149.33332824707;184.110916137695;190.07746887207;210.040878295898;97.0848922729492;30.8221836090088;3;0.353897958993912;0.395542562007904;0.418684035539627;0.467256784439087;0.465426176786423;0.526541888713837;0.49243700504303;0.52682226896286;0.537131905555725;0.490816116333008;0.484852075576782;0.469878643751144;0.466696321964264;0.442130774259567;0.488098710775375;0.491608083248138;0.483307629823685;0.485315531492233;0.449662357568741;0.429848372936249;0.432213127613068;0.419357478618622;0.363472998142242;16.3055060917957;3.41299719456704;19.5
2436;6;3;1;7;1;0;0;4;0;32;39;3;40;0;2;5;0;0;0;5;15;1;14;10;47;2;0;501.7890625;1429;7;40.7156753540039;63.2647590637207;111.490257263184;120.83325958252;129.205932617188;122.107688903809;139.068572998047;157.529235839844;167;182.578536987305;98.5588989257812;44.9706954956055;3;0.364741176366806;0.379857301712036;0.422935515642166;0.413745760917664;0.466860502958298;0.522503316402435;0.481262505054474;0.514616727828979;0.519388258457184;0.483568906784058;0.479334563016891;0.43401101231575;0.481853842735291;0.424543648958206;0.489901512861252;0.486909985542297;0.50175553560257;0.456065744161606;0.471605360507965;0.439731419086456;0.437358021736145;0.396237254142761;0.344456434249878;16.8677358698444;2.85076741651827;16
1165;1;0;0;0;0;1;0;2;1;8;1;0;2;0;0;0;0;0;5;0;1;0;2;3;4;0;0;420.733825683594;1465.22216796875;1;79.5324172973633;88.5713882446289;139.459487915039;141.081771850586;116.97193145752;101.680244445801;94.0623474121094;97.4545516967773;163.355331420898;178.115005493164;161.014114379883;96.2294158935547;1;0.381180614233017;0.428472995758057;0.433315992355347;0.441588699817657;0.488129407167435;0.534486711025238;0.515780389308929;0.533304214477539;0.544034421443939;0.528876423835754;0.495758026838303;0.458688527345657;0.481864243745804;0.478659808635712;0.501094818115234;0.505244076251984;0.546934127807617;0.50838714838028;0.504488170146942;0.490908294916153;0.471956193447113;0.478730618953705;0.386122018098831;15.8557222693566;1.38896999359147;2
2784;1;2;0;0;0;1;0;6;0;9;13;3;8;1;0;1;5;0;0;1;3;0;3;6;3;5;0;409.764068603516;1460;7;65.8333358764648;78.1666641235352;130.83332824707;126;118.666664123535;111.5;130;141.5;153.5;180.33332824707;109.666664123535;62.8333320617676;6;0.328557670116425;0.369132518768311;0.383984625339508;0.433776646852493;0.461845606565475;0.509152412414551;0.471070677042007;0.500494360923767;0.489040225744247;0.476494699716568;0.478168815374374;0.437596380710602;0.434729158878326;0.444016218185425;0.471852213144302;0.457175999879837;0.488450050354004;0.477984219789505;0.457487106323242;0.482531487941742;0.449551194906235;0.412755876779556;0.354030817747116;17.1301097662672;2.32601962367275;5
